0.1128,0.11714
0.19632,0.21744
0.39277,0.4716
0.40265,0.53557
0.39297,0.54665
0.38718,0.55247
0.38378,0.55586
0.38167,0.55798
0.37946,0.56019
0.37803,0.56162
0.37612,0.56353
0.37474,0.56491
0.37336,0.56629
0.37191,0.56774
0.37048,0.56917
0.36932,0.57033
0.36808,0.57156
0.3669,0.57275
0.36581,0.57384
0.36483,0.57482
0.36385,0.5758
0.36294,0.5767
0.36237,0.57728
0.36178,0.57787
0.36121,0.57844
0.3607,0.57895
0.36007,0.57958
0.3595,0.58015
0.35899,0.58066
0.35839,0.58126
0.35781,0.58184
0.35728,0.58237
0.35686,0.58279
0.35646,0.58318
0.35615,0.5835
0.35602,0.58363
0.35594,0.58371
0.35592,0.58373
0.35598,0.58366
0.35584,0.58381
0.35562,0.58402
0.35542,0.58422
0.35515,0.5845
0.3549,0.58475
0.35469,0.58496
0.35444,0.5852
0.35421,0.58544
0.354,0.58565
0.35386,0.58579
0.35372,0.58593
0.35357,0.58608
0.35346,0.58619
0.35333,0.58632
0.35318,0.58646
0.35296,0.58669
0.3527,0.58695
0.35269,0.58696
0.35268,0.58696
0.37898,0.56088
0.37884,0.56103
0.3787,0.56116
0.37856,0.56131
0.3784,0.56147
0.37826,0.56161
0.37807,0.5618
0.37781,0.56205
0.37783,0.56203
0.37786,0.562
0.37786,0.562
0.37789,0.56197
0.37794,0.56193
0.37796,0.56191
0.37798,0.56188
0.378,0.56186
0.37804,0.56182
0.37807,0.56179
0.3781,0.56176
0.37813,0.56173
0.59939,0.34038
0.59945,0.34032
0.59951,0.34026
0.59956,0.34021
0.59961,0.34016
0.59965,0.34012
0.5997,0.34006
0.59976,0.34001
0.5998,0.33997
0.59984,0.33993
0.59989,0.33988
0.59992,0.33984
0.59995,0.33982
0.59997,0.3398
0.59998,0.33978
0.6,0.33976
0.60002,0.33974
0.60004,0.33973
0.64649,0.29321
0.64651,0.29319
0.64652,0.29318
0.64653,0.29317
0.64655,0.29316
0.64657,0.29314
0.64659,0.29312
0.64661,0.29309
0.64664,0.29306
0.64668,0.29302
0.64672,0.29298
0.64674,0.29296
0.64677,0.29293
0.6468,0.29291
0.64684,0.29286
0.64688,0.29282
0.64691,0.29279
0.64694,0.29277
0.64697,0.29274
0.64701,0.29269
0.64706,0.29264
0.6471,0.29261
0.64711,0.29259
0.64713,0.29257
0.64716,0.29255
0.64718,0.29252
0.64722,0.29249
0.64725,0.29246
0.64728,0.29242
0.64731,0.29239
0.64735,0.29236
0.64739,0.29232
0.64741,0.29229
0.64745,0.29225
0.64747,0.29224
0.64749,0.29222
0.6475,0.2922
0.64751,0.29219
0.64752,0.29219
0.64752,0.29218
0.64754,0.29217
0.64754,0.29216
0.64755,0.29216
