0.12613,0.10518
0.26615,0.16397
0.63925,0.24398
0.75259,0.18605
0.78398,0.15548
0.80033,0.13914
0.81109,0.12838
0.81867,0.1208
0.82432,0.11514
0.82876,0.1107
0.83272,0.10674
0.83668,0.10279
0.84044,0.099028
0.84368,0.095788
0.84662,0.092848
0.8493,0.09016
0.85206,0.087408
0.85476,0.0847
0.8571,0.082364
0.85923,0.080236
0.86084,0.078624
0.86238,0.077088
0.86381,0.075652
0.86527,0.074192
0.86669,0.072776
0.8681,0.071368
0.8691,0.07036
0.86995,0.069516
0.87069,0.068776
0.87144,0.068028
0.87229,0.067176
0.87324,0.066224
0.87425,0.065216
0.87535,0.064112
0.87667,0.062796
0.87782,0.06164
0.87841,0.061056
0.87868,0.060784
0.87889,0.060576
0.87913,0.060332
0.87942,0.06004
0.87954,0.05992
0.8796,0.059864
0.87964,0.059824
0.87968,0.05978
0.87971,0.059756
0.87975,0.059716
0.87979,0.059672
0.87986,0.059608
0.87993,0.059532
0.88,0.059468
0.88006,0.0594
0.88015,0.059312
0.88021,0.059252
0.88026,0.059204
0.8803,0.059168
0.88032,0.059144
0.88035,0.059116
0.88038,0.05908
0.88042,0.05904
0.88046,0.059008
0.8805,0.05896
0.88054,0.05892
0.88056,0.058908
0.88058,0.05888
0.88062,0.05884
0.88066,0.058804
0.88069,0.058772
0.88072,0.058748
0.88075,0.058716
0.88078,0.05868
0.88081,0.058652
0.88084,0.058624
0.88085,0.058616
0.88086,0.058608
0.88087,0.058596
0.88088,0.058584
0.8809,0.058568
0.8809,0.05856
0.88092,0.05854
0.88096,0.058504
0.88101,0.058456
0.88106,0.058404
0.8811,0.05836
0.88115,0.058312
0.88119,0.058276
0.88121,0.058256
0.88124,0.058228
0.88126,0.0582
0.88129,0.058172
0.88134,0.058128
0.88137,0.058096
0.88142,0.058044
0.88146,0.058
0.8815,0.057968
0.88154,0.057928
0.88156,0.0579
0.88158,0.057884
0.88158,0.05788
0.88159,0.057872
0.8816,0.05786
0.88162,0.057844
0.88164,0.057824
0.88166,0.057804
0.88168,0.057788
0.8817,0.057764
0.8817,0.05776
0.88171,0.057756
