0.11392,0.11526
0.20455,0.20912
0.42056,0.44164
0.45171,0.48588
0.44892,0.49032
0.44676,0.4925
0.46454,0.47472
0.48105,0.45822
0.46358,0.47568
0.44691,0.49236
0.45992,0.47934
0.47176,0.4675
0.45748,0.48178
0.44422,0.49504
0.45591,0.48336
0.46717,0.4721
0.45564,0.48363
0.44474,0.49453
0.45592,0.48334
0.46675,0.47252
0.45671,0.48256
0.44707,0.4922
0.45686,0.4824
0.46573,0.47354
0.45612,0.48314
0.44675,0.49252
0.45502,0.48424
0.4628,0.47646
0.45403,0.48524
0.44594,0.49333
0.45421,0.48505
0.46184,0.47742
0.45386,0.48541
0.44644,0.49282
0.45413,0.48513
0.4613,0.47796
0.45346,0.4858
0.4463,0.49296
0.45379,0.48548
0.46057,0.47869
0.45302,0.48624
0.44621,0.49305
0.45336,0.48591
0.45982,0.47944
0.45287,0.48639
0.44641,0.49285
0.45329,0.48598
0.45959,0.47967
0.45285,0.48641
0.44659,0.49267
0.4533,0.48596
0.45929,0.47998
0.45284,0.48642
0.44714,0.49212
0.45392,0.48534
0.45982,0.47944
0.45366,0.48561
0.44794,0.49132
0.45394,0.48532
0.45919,0.48008
0.45325,0.48601
0.4479,0.49136
0.45404,0.48522
0.45944,0.47982
0.45358,0.48568
0.4481,0.49117
0.4541,0.48516
0.45935,0.47991
0.45364,0.48563
0.44869,0.49058
0.45441,0.48486
0.4595,0.47976
0.45394,0.48532
0.44904,0.49023
0.45464,0.48462
0.45968,0.47959
0.45448,0.48478
0.44976,0.4895
0.45534,0.48393
0.46036,0.47891
0.45498,0.48429
0.45028,0.48899
0.45587,0.48339
0.46064,0.47862
0.4553,0.48397
0.45071,0.48856
0.45599,0.48328
0.46082,0.47844
0.45556,0.4837
0.45095,0.48831
0.45628,0.48299
0.46095,0.47832
0.45573,0.48354
0.45125,0.48802
0.45643,0.48284
0.46085,0.47841
0.4557,0.48356
0.45114,0.48812
0.45644,0.48282
0.46101,0.47825
