0.10957,0.11968
0.18226,0.23252
0.3417,0.52058
0.32265,0.61579
0.29976,0.64013
0.28843,0.6515
0.28082,0.6591
0.27441,0.66552
0.26941,0.67052
0.26477,0.67515
0.26032,0.6796
0.2565,0.68343
0.25297,0.68696
0.25006,0.68986
0.24725,0.69268
0.24417,0.69576
0.24147,0.69846
0.23904,0.70088
0.23662,0.7033
0.23443,0.7055
0.23228,0.70765
0.23015,0.70977
0.22835,0.71157
0.2267,0.71323
0.22513,0.7148
0.22378,0.71615
0.22234,0.71758
0.22109,0.71883
0.21997,0.71995
0.21887,0.72105
0.2176,0.72233
0.21636,0.72356
0.21506,0.72487
0.21382,0.7261
0.21276,0.72716
0.21172,0.7282
0.2107,0.72922
0.20961,0.73031
0.20842,0.7315
0.20723,0.7327
0.20602,0.73391
0.20458,0.73535
0.20312,0.73681
0.20217,0.73776
0.20141,0.73851
0.20067,0.73926
0.19997,0.73996
0.19917,0.74075
0.19832,0.7416
0.19759,0.74234
0.19698,0.74294
0.19652,0.7434
0.19601,0.74391
0.19548,0.74444
0.19492,0.745
0.1944,0.74552
0.19382,0.7461
0.19352,0.7464
0.19328,0.74664
0.19301,0.74691
0.19277,0.74715
0.19257,0.74735
0.19237,0.74756
0.19218,0.74774
0.19197,0.74795
0.19175,0.74817
0.19155,0.74837
0.1914,0.74852
0.19126,0.74866
0.19109,0.74884
0.19093,0.74899
0.19081,0.74912
0.1907,0.74922
0.19058,0.74935
0.19046,0.74946
0.19037,0.74956
0.1903,0.74962
0.19024,0.74968
0.19017,0.74975
0.1901,0.74983
0.19003,0.74989
0.18999,0.74994
0.18993,0.75
0.18984,0.75008
0.1898,0.75012
0.18978,0.75014
0.18975,0.75018
0.18972,0.7502
0.18969,0.75024
0.18966,0.75026
0.18964,0.75028
0.18963,0.75029
0.18962,0.7503
0.18962,0.75031
0.18961,0.75031
0.20218,0.73735
0.20207,0.73746
0.20194,0.73759
0.20182,0.73772
0.20172,0.73781
0.20162,0.73791
0.20156,0.73798
0.20147,0.73806
0.20138,0.73815
0.2013,0.73823
0.2012,0.73833
0.20109,0.73844
0.20097,0.73856
0.20088,0.73865
0.20083,0.7387
0.20076,0.73877
0.20071,0.73882
0.20067,0.73886
0.20064,0.7389
0.20059,0.73894
0.20055,0.73898
0.2005,0.73903
0.20046,0.73907
0.2004,0.73913
0.20035,0.73918
0.20028,0.73926
0.20021,0.73932
0.20015,0.73938
0.2001,0.73944
0.20004,0.73949
0.2,0.73953
0.19996,0.73957
0.19991,0.73962
0.19986,0.73967
0.1998,0.73973
0.19977,0.73976
0.19974,0.7398
0.1997,0.73983
0.19966,0.73987
0.19964,0.73989
0.19963,0.7399
0.19962,0.73991
0.19962,0.73992
0.19961,0.73992
0.19961,0.73992
